일시,대여량,반납량,기온,강수량,풍속,습도,적설,토일,공휴일,month,day,hour,코로나확진자수,승차,하차
2020-01-01 00:00:00,2.0,1.0,-6.5,0.0,0.0,38,0.0,0,1,1,1,0,0.0,23456,10153
2020-01-01 01:00:00,2.0,1.0,-5.9,0.0,1.7,40,0.0,0,1,1,1,1,0.0,171,283
2020-01-01 02:00:00,2.0,3.0,-5.7,0.0,0.1,42,0.0,0,1,1,1,2,0.0,7,17
2020-01-01 03:00:00,2.0,3.0,-5.6,0.0,0.0,46,0.0,0,1,1,1,3,0.0,0,0
2020-01-01 04:00:00,1.0,1.0,-5.4,0.0,0.0,50,0.0,0,1,1,1,4,0.0,310,6
2020-01-01 05:00:00,4.0,4.0,-5.2,0.0,0.0,55,0.0,0,1,1,1,5,0.0,17056,12736
2020-01-01 06:00:00,3.0,1.0,-4.8,0.0,1.9,58,0.0,0,1,1,1,6,0.0,25137,54183
2020-01-01 07:00:00,0.0,2.0,-4.6,0.0,2.1,62,0.0,0,1,1,1,7,0.0,44628,156082
2020-01-01 08:00:00,1.0,1.0,-4.6,0.0,1.8,64,0.0,0,1,1,1,8,0.0,70230,340216
2020-01-01 09:00:00,0.0,0.0,-4.3,0.0,2.3,70,0.0,0,1,1,1,9,0.0,60770,394071
2020-01-01 10:00:00,0.0,0.0,-4.2,0.0,1.9,76,0.0,0,1,1,1,10,0.0,63771,181481
2020-01-01 11:00:00,1.0,0.0,-3.4,0.0,1.5,75,0.0,0,1,1,1,11,0.0,86622,153252
2020-01-01 12:00:00,2.0,1.0,-2.2,0.1,1.7,72,0.0,0,1,1,1,12,0.0,115480,158549
2020-01-01 13:00:00,2.0,4.0,-1.0,0.0,1.6,67,0.0,0,1,1,1,13,0.0,149166,188718
2020-01-01 14:00:00,1.0,1.0,-0.4,0.0,1.2,65,0.0,0,1,1,1,14,0.0,152468,162738
2020-01-01 15:00:00,3.0,0.0,0.3,0.0,0.0,62,0.0,0,1,1,1,15,0.0,183604,154123
2020-01-01 16:00:00,1.0,3.0,0.3,0.0,0.0,64,0.0,0,1,1,1,16,0.0,208926,158864
2020-01-01 17:00:00,4.0,4.0,0.2,0.0,0.9,65,0.0,0,1,1,1,17,0.0,267291,193937
2020-01-01 18:00:00,2.0,1.0,0.1,0.0,0.8,66,0.0,0,1,1,1,18,0.0,374029,263058
2020-01-01 19:00:00,0.0,2.0,0.1,0.0,0.3,65,0.0,0,1,1,1,19,0.0,255352,194223
2020-01-01 20:00:00,1.0,1.0,0.0,0.0,1.7,67,0.0,0,1,1,1,20,0.0,207610,87101
2020-01-01 21:00:00,2.0,1.0,-0.4,0.0,2.5,71,0.0,0,1,1,1,21,0.0,251784,64384
2020-01-01 22:00:00,3.0,2.0,-0.9,0.0,1.5,71,0.0,0,1,1,1,22,0.0,271204,57073
2020-01-01 23:00:00,2.0,4.0,-0.9,0.0,1.0,70,0.0,0,1,1,1,23,0.0,127885,35444
2020-01-02 00:00:00,3.0,1.0,-0.7,0.0,2.1,70,0.0,0,0,1,2,0,0.0,23456,10153
2020-01-02 01:00:00,1.0,2.0,-0.7,0.0,2.2,72,0.0,0,0,1,2,1,0.0,171,283
2020-01-02 02:00:00,1.0,2.0,-0.6,0.0,2.2,70,0.0,0,0,1,2,2,0.0,7,17
2020-01-02 03:00:00,0.0,0.0,-0.6,0.0,2.3,70,0.0,0,0,1,2,3,0.0,0,0
2020-01-02 04:00:00,0.0,0.0,-0.7,0.0,2.1,70,0.0,0,0,1,2,4,0.0,310,6
2020-01-02 05:00:00,1.0,0.0,-0.5,0.0,1.5,67,0.0,0,0,1,2,5,0.0,17056,12736
2020-01-02 06:00:00,1.0,1.0,-0.6,0.0,1.7,69,0.0,0,0,1,2,6,0.0,25137,54183
2020-01-02 07:00:00,2.0,3.0,-0.5,0.0,1.9,65,0.0,0,0,1,2,7,0.0,44628,156082
2020-01-02 08:00:00,5.0,4.0,-0.4,0.0,2.3,67,0.0,0,0,1,2,8,0.0,70230,340216
2020-01-02 09:00:00,1.0,1.0,-0.1,0.0,2.4,67,0.0,0,0,1,2,9,0.0,60770,394071
2020-01-02 10:00:00,2.0,2.0,0.7,0.0,2.0,62,0.0,0,0,1,2,10,0.0,63771,181481
2020-01-02 11:00:00,3.0,4.0,1.7,0.0,2.0,57,0.0,0,0,1,2,11,0.0,86622,153252
2020-01-02 12:00:00,4.0,1.0,2.5,0.0,1.0,56,0.0,0,0,1,2,12,0.0,115480,158549
2020-01-02 13:00:00,5.0,5.0,3.4,0.0,1.8,56,0.0,0,0,1,2,13,0.0,149166,188718
2020-01-02 14:00:00,0.0,2.0,3.7,0.0,2.3,58,0.0,0,0,1,2,14,0.0,152468,162738
2020-01-02 15:00:00,6.0,6.0,3.8,0.0,2.8,58,0.0,0,0,1,2,15,0.0,183604,154123
2020-01-02 16:00:00,3.0,4.0,3.7,0.0,2.5,58,0.0,0,0,1,2,16,0.0,208926,158864
2020-01-02 17:00:00,4.0,2.0,3.3,0.0,3.1,62,0.0,0,0,1,2,17,0.0,267291,193937
2020-01-02 18:00:00,17.0,13.0,2.7,0.0,2.2,61,0.0,0,0,1,2,18,0.0,374029,263058
2020-01-02 19:00:00,7.0,11.0,2.0,0.0,2.0,64,0.0,0,0,1,2,19,0.0,255352,194223
2020-01-02 20:00:00,8.0,5.0,1.2,0.0,0.7,66,0.0,0,0,1,2,20,0.0,207610,87101
2020-01-02 21:00:00,3.0,5.0,0.5,0.0,0.9,68,0.0,0,0,1,2,21,0.0,251784,64384
2020-01-02 22:00:00,2.0,1.0,0.3,0.0,0.4,70,0.0,0,0,1,2,22,0.0,271204,57073
2020-01-02 23:00:00,5.0,6.0,-0.4,0.0,1.5,74,0.0,0,0,1,2,23,0.0,127885,35444
2020-01-03 00:00:00,5.0,4.0,0.0,0.0,2.6,74,0.0,0,0,1,3,0,0.0,23456,10153
2020-01-03 01:00:00,5.0,6.0,-0.5,0.0,1.4,78,0.0,0,0,1,3,1,0.0,171,283
2020-01-03 02:00:00,0.0,3.0,-1.1,0.0,1.4,80,0.0,0,0,1,3,2,0.0,7,17
2020-01-03 03:00:00,3.0,2.0,-1.5,0.0,1.5,82,0.0,0,0,1,3,3,0.0,0,0
2020-01-03 04:00:00,2.0,2.0,-1.8,0.0,2.2,81,0.0,0,0,1,3,4,0.0,310,6
2020-01-03 05:00:00,1.0,1.0,-2.0,0.0,1.5,81,0.0,0,0,1,3,5,0.0,17056,12736
2020-01-03 06:00:00,1.0,2.0,-2.5,0.0,2.4,85,0.0,0,0,1,3,6,0.0,25137,54183
2020-01-03 07:00:00,2.0,2.0,-3.0,0.0,1.4,86,0.0,0,0,1,3,7,0.0,44628,156082
2020-01-03 08:00:00,5.0,4.0,-3.3,0.0,1.7,86,0.0,0,0,1,3,8,0.0,70230,340216
2020-01-03 09:00:00,0.0,1.0,-2.6,0.0,2.2,74,0.0,0,0,1,3,9,0.0,60770,394071
2020-01-03 10:00:00,1.0,1.0,-1.0,0.0,2.2,60,0.0,0,0,1,3,10,0.0,63771,181481
2020-01-03 11:00:00,2.0,2.0,0.1,0.0,3.2,48,0.0,0,0,1,3,11,0.0,86622,153252
2020-01-03 12:00:00,5.0,5.0,1.7,0.0,2.4,42,0.0,0,0,1,3,12,0.0,115480,158549
2020-01-03 13:00:00,5.0,3.0,2.9,0.0,2.0,35,0.0,0,0,1,3,13,0.0,149166,188718
2020-01-03 14:00:00,2.0,2.0,4.0,0.0,3.1,30,0.0,0,0,1,3,14,0.0,152468,162738
2020-01-03 15:00:00,2.0,4.0,4.1,0.0,2.9,28,0.0,0,0,1,3,15,0.0,183604,154123
2020-01-03 16:00:00,3.0,2.0,4.3,0.0,2.1,30,0.0,0,0,1,3,16,0.0,208926,158864
2020-01-03 17:00:00,9.0,5.0,3.3,0.0,2.2,35,0.0,0,0,1,3,17,0.0,267291,193937
2020-01-03 18:00:00,14.0,14.0,2.2,0.0,1.3,38,0.0,0,0,1,3,18,0.0,374029,263058
2020-01-03 19:00:00,7.0,9.0,1.3,0.0,1.8,39,0.0,0,0,1,3,19,0.0,255352,194223
2020-01-03 20:00:00,4.0,7.0,0.6,0.0,1.2,43,0.0,0,0,1,3,20,0.0,207610,87101
2020-01-03 21:00:00,9.0,7.0,-0.5,0.0,1.2,48,0.0,0,0,1,3,21,0.0,251784,64384
2020-01-03 22:00:00,4.0,5.0,-0.8,0.0,0.6,50,0.0,0,0,1,3,22,0.0,271204,57073
2020-01-03 23:00:00,3.0,3.0,-1.0,0.0,0.6,55,0.0,0,0,1,3,23,0.0,127885,35444
2020-01-04 00:00:00,6.0,4.0,-1.5,0.0,1.4,58,0.0,1,0,1,4,0,0.0,23456,10153
2020-01-04 01:00:00,3.0,5.0,-1.6,0.0,1.0,59,0.0,1,0,1,4,1,0.0,171,283
2020-01-04 02:00:00,6.0,4.0,-1.9,0.0,0.7,63,0.0,1,0,1,4,2,0.0,7,17
2020-01-04 03:00:00,2.0,4.0,-2.1,0.0,1.1,59,0.0,1,0,1,4,3,0.0,0,0
2020-01-04 04:00:00,0.0,1.0,-2.3,0.0,1.5,62,0.0,1,0,1,4,4,0.0,310,6
2020-01-04 05:00:00,0.0,0.0,-2.7,0.0,1.4,64,0.0,1,0,1,4,5,0.0,17056,12736
2020-01-04 06:00:00,3.0,2.0,-2.4,0.0,1.3,64,0.0,1,0,1,4,6,0.0,25137,54183
2020-01-04 07:00:00,0.0,1.0,-1.8,0.0,1.6,62,0.0,1,0,1,4,7,0.0,44628,156082
2020-01-04 08:00:00,1.0,1.0,-1.8,0.0,1.1,63,0.0,1,0,1,4,8,0.0,70230,340216
2020-01-04 09:00:00,1.0,0.0,-1.5,0.0,1.6,62,0.0,1,0,1,4,9,0.0,60770,394071
2020-01-04 10:00:00,1.0,1.0,0.1,0.0,1.2,54,0.0,1,0,1,4,10,0.0,63771,181481
2020-01-04 11:00:00,4.0,3.0,2.0,0.0,1.3,49,0.0,1,0,1,4,11,0.0,86622,153252
2020-01-04 12:00:00,4.0,5.0,4.2,0.0,2.8,51,0.0,1,0,1,4,12,0.0,115480,158549
2020-01-04 13:00:00,6.0,5.0,5.0,0.0,2.9,42,0.0,1,0,1,4,13,0.0,149166,188718
2020-01-04 14:00:00,0.0,2.0,5.6,0.0,4.0,40,0.0,1,0,1,4,14,0.0,152468,162738
2020-01-04 15:00:00,3.0,3.0,6.1,0.0,2.2,33,0.0,1,0,1,4,15,0.0,183604,154123
2020-01-04 16:00:00,5.0,1.0,5.6,0.0,3.4,34,0.0,1,0,1,4,16,0.0,208926,158864
2020-01-04 17:00:00,2.0,6.0,4.7,0.0,3.5,36,0.0,1,0,1,4,17,0.0,267291,193937
2020-01-04 18:00:00,3.0,2.0,3.6,0.0,1.5,41,0.0,1,0,1,4,18,0.0,374029,263058
2020-01-04 19:00:00,5.0,4.0,2.7,0.0,0.8,44,0.0,1,0,1,4,19,0.0,255352,194223
2020-01-04 20:00:00,0.0,2.0,1.8,0.0,0.5,45,0.0,1,0,1,4,20,0.0,207610,87101
2020-01-04 21:00:00,0.0,0.0,1.6,0.0,1.9,43,0.0,1,0,1,4,21,0.0,251784,64384
2020-01-04 22:00:00,4.0,1.0,1.2,0.0,3.3,45,0.0,1,0,1,4,22,0.0,271204,57073
2020-01-04 23:00:00,8.0,10.0,0.7,0.0,3.5,48,0.0,1,0,1,4,23,0.0,127885,35444
2020-01-05 00:00:00,5.0,4.0,-0.3,0.0,0.8,53,0.0,1,0,1,5,0,0.0,23456,10153
2020-01-05 01:00:00,1.0,3.0,-1.0,0.0,1.6,53,0.0,1,0,1,5,1,0.0,171,283
2020-01-05 02:00:00,8.0,5.0,-1.5,0.0,0.8,52,0.0,1,0,1,5,2,0.0,7,17
2020-01-05 03:00:00,2.0,5.0,-1.7,0.0,2.0,55,0.0,1,0,1,5,3,0.0,0,0
2020-01-05 04:00:00,2.0,1.0,-2.1,0.0,0.7,55,0.0,1,0,1,5,4,0.0,310,6
2020-01-05 05:00:00,1.0,2.0,-2.4,0.0,0.9,55,0.0,1,0,1,5,5,0.0,17056,12736
2020-01-05 06:00:00,0.0,0.0,-2.6,0.0,0.0,58,0.0,1,0,1,5,6,0.0,25137,54183
2020-01-05 07:00:00,0.0,0.0,-3.0,0.0,0.4,59,0.0,1,0,1,5,7,0.0,44628,156082
2020-01-05 08:00:00,1.0,1.0,-3.1,0.0,1.0,61,0.0,1,0,1,5,8,0.0,70230,340216
2020-01-05 09:00:00,1.0,1.0,-2.7,0.0,0.7,58,0.0,1,0,1,5,9,0.0,60770,394071
2020-01-05 10:00:00,2.0,2.0,-0.6,0.0,0.8,50,0.0,1,0,1,5,10,0.0,63771,181481
2020-01-05 11:00:00,1.0,1.0,2.1,0.0,0.7,42,0.0,1,0,1,5,11,0.0,86622,153252
2020-01-05 12:00:00,0.0,0.0,4.0,0.0,1.1,35,0.0,1,0,1,5,12,0.0,115480,158549
2020-01-05 13:00:00,3.0,2.0,5.5,0.0,0.8,33,0.0,1,0,1,5,13,0.0,149166,188718
2020-01-05 14:00:00,2.0,2.0,6.0,0.0,1.8,32,0.0,1,0,1,5,14,0.0,152468,162738
2020-01-05 15:00:00,7.0,3.0,6.5,0.0,0.9,30,0.0,1,0,1,5,15,0.0,183604,154123
2020-01-05 16:00:00,1.0,4.0,5.9,0.0,1.2,29,0.0,1,0,1,5,16,0.0,208926,158864
2020-01-05 17:00:00,4.0,4.0,5.0,0.0,1.1,30,0.0,1,0,1,5,17,0.0,267291,193937
2020-01-05 18:00:00,1.0,2.0,4.0,0.0,0.3,37,0.0,1,0,1,5,18,0.0,374029,263058
2020-01-05 19:00:00,7.0,2.0,3.3,0.0,1.2,40,0.0,1,0,1,5,19,0.0,255352,194223
2020-01-05 20:00:00,1.0,5.0,2.9,0.0,1.0,42,0.0,1,0,1,5,20,0.0,207610,87101
2020-01-05 21:00:00,3.0,2.0,2.0,0.0,1.8,46,0.0,1,0,1,5,21,0.0,251784,64384
2020-01-05 22:00:00,4.0,4.0,1.3,0.0,1.3,44,0.0,1,0,1,5,22,0.0,271204,57073
2020-01-05 23:00:00,5.0,7.0,0.7,0.0,2.2,47,0.0,1,0,1,5,23,0.0,127885,35444
2020-01-06 00:00:00,3.0,4.0,0.8,0.0,1.3,46,0.0,0,0,1,6,0,0.0,23456,10153
2020-01-06 01:00:00,0.0,0.0,0.7,0.0,2.3,50,0.0,0,0,1,6,1,0.0,171,283
2020-01-06 02:00:00,1.0,0.0,1.2,0.0,3.4,44,0.0,0,0,1,6,2,0.0,7,17
2020-01-06 03:00:00,1.0,1.0,1.1,0.0,2.7,43,0.0,0,0,1,6,3,0.0,0,0
2020-01-06 04:00:00,0.0,0.0,1.5,0.0,1.8,41,0.0,0,0,1,6,4,0.0,310,6
2020-01-06 05:00:00,2.0,2.0,1.7,0.0,1.7,40,0.0,0,0,1,6,5,0.0,17056,12736
2020-01-06 06:00:00,1.0,2.0,2.0,0.0,2.1,40,0.0,0,0,1,6,6,0.0,25137,54183
2020-01-06 07:00:00,3.0,3.0,2.1,0.0,1.6,42,0.0,0,0,1,6,7,0.0,44628,156082
2020-01-06 08:00:00,5.0,5.0,2.2,0.0,1.3,43,0.0,0,0,1,6,8,0.0,70230,340216
2020-01-06 09:00:00,2.0,2.0,2.5,0.0,0.7,42,0.0,0,0,1,6,9,0.0,60770,394071
2020-01-06 10:00:00,1.0,1.0,3.0,0.0,2.0,44,0.0,0,0,1,6,10,0.0,63771,181481
2020-01-06 11:00:00,4.0,3.0,3.5,0.0,3.4,45,0.0,0,0,1,6,11,0.0,86622,153252
2020-01-06 12:00:00,3.0,2.0,4.5,0.0,3.5,51,0.0,0,0,1,6,12,0.0,115480,158549
2020-01-06 13:00:00,1.0,2.0,4.0,0.0,3.6,58,0.0,0,0,1,6,13,0.0,149166,188718
2020-01-06 14:00:00,2.0,1.0,3.9,0.0,4.9,65,0.0,0,0,1,6,14,0.0,152468,162738
2020-01-06 15:00:00,3.0,5.0,3.7,0.1,4.5,70,0.0,0,0,1,6,15,0.0,183604,154123
2020-01-06 16:00:00,0.0,0.0,3.3,0.0,3.9,79,0.0,0,0,1,6,16,0.0,208926,158864
2020-01-06 17:00:00,1.0,0.0,3.0,0.0,3.5,83,0.0,0,0,1,6,17,0.0,267291,193937
2020-01-06 18:00:00,1.0,2.0,2.8,0.6,4.5,89,0.0,0,0,1,6,18,0.0,374029,263058
2020-01-06 19:00:00,2.0,2.0,3.1,0.0,4.7,92,0.0,0,0,1,6,19,0.0,255352,194223
2020-01-06 20:00:00,1.0,1.0,3.4,0.0,4.8,92,0.0,0,0,1,6,20,0.0,207610,87101
2020-01-06 21:00:00,0.0,0.0,3.6,0.5,4.5,93,0.0,0,0,1,6,21,0.0,251784,64384
2020-01-06 22:00:00,0.0,0.0,3.8,0.0,4.3,94,0.0,0,0,1,6,22,0.0,271204,57073
2020-01-06 23:00:00,0.0,0.0,4.0,0.0,3.4,94,0.0,0,0,1,6,23,0.0,127885,35444
2020-01-07 00:00:00,1.0,1.0,4.2,0.6,4.4,95,0.0,0,0,1,7,0,0.0,23456,10153
2020-01-07 01:00:00,2.0,2.0,4.3,0.0,4.5,95,0.0,0,0,1,7,1,0.0,171,283
2020-01-07 02:00:00,0.0,0.0,4.4,0.0,5.1,95,0.0,0,0,1,7,2,0.0,7,17
2020-01-07 03:00:00,0.0,0.0,4.6,2.1,4.5,95,0.0,0,0,1,7,3,0.0,0,0
2020-01-07 04:00:00,0.0,0.0,5.1,0.0,2.9,95,0.0,0,0,1,7,4,0.0,310,6
2020-01-07 05:00:00,0.0,0.0,5.3,0.0,3.1,95,0.0,0,0,1,7,5,0.0,17056,12736
2020-01-07 06:00:00,0.0,0.0,5.5,7.4,3.3,95,0.0,0,0,1,7,6,0.0,25137,54183
2020-01-07 07:00:00,0.0,0.0,5.6,0.0,3.4,95,0.0,0,0,1,7,7,0.0,44628,156082
2020-01-07 08:00:00,0.0,0.0,5.6,0.0,3.8,95,0.0,0,0,1,7,8,0.0,70230,340216
2020-01-07 09:00:00,0.0,0.0,5.8,6.5,3.6,94,0.0,0,0,1,7,9,0.0,60770,394071
2020-01-07 10:00:00,0.0,0.0,6.0,0.0,4.0,94,0.0,0,0,1,7,10,0.0,63771,181481
2020-01-07 11:00:00,0.0,0.0,6.3,0.0,4.1,93,0.0,0,0,1,7,11,0.0,86622,153252
2020-01-07 12:00:00,0.0,0.0,6.4,2.4,4.3,94,0.0,0,0,1,7,12,0.0,115480,158549
2020-01-07 13:00:00,0.0,0.0,6.6,0.0,2.9,95,0.0,0,0,1,7,13,0.0,149166,188718
2020-01-07 14:00:00,0.0,0.0,6.7,0.0,3.6,95,0.0,0,0,1,7,14,0.0,152468,162738
2020-01-07 15:00:00,0.0,0.0,6.5,4.6,4.0,95,0.0,0,0,1,7,15,0.0,183604,154123
2020-01-07 16:00:00,0.0,0.0,6.7,0.0,4.8,96,0.0,0,0,1,7,16,0.0,208926,158864
2020-01-07 17:00:00,0.0,0.0,6.8,0.0,5.0,96,0.0,0,0,1,7,17,0.0,267291,193937
2020-01-07 18:00:00,0.0,0.0,7.0,7.2,5.3,96,0.0,0,0,1,7,18,0.0,374029,263058
2020-01-07 19:00:00,0.0,0.0,7.1,0.0,5.6,95,0.0,0,0,1,7,19,0.0,255352,194223
2020-01-07 20:00:00,0.0,0.0,7.0,0.0,5.3,95,0.0,0,0,1,7,20,0.0,207610,87101
2020-01-07 21:00:00,0.0,0.0,7.2,9.0,4.8,95,0.0,0,0,1,7,21,0.0,251784,64384
2020-01-07 22:00:00,1.0,1.0,7.3,0.0,3.9,96,0.0,0,0,1,7,22,0.0,271204,57073
2020-01-07 23:00:00,0.0,0.0,7.5,0.0,4.2,95,0.0,0,0,1,7,23,0.0,127885,35444
2020-01-08 00:00:00,2.0,2.0,7.7,7.1,0.7,96,0.0,0,0,1,8,0,0.0,23456,10153
2020-01-08 01:00:00,3.0,2.0,8.7,0.0,5.0,96,0.0,0,0,1,8,1,0.0,171,283
2020-01-08 02:00:00,0.0,1.0,6.5,0.0,5.8,95,0.0,0,0,1,8,2,0.0,7,17
2020-01-08 03:00:00,1.0,1.0,5.0,6.2,5.3,95,0.0,0,0,1,8,3,0.0,0,0
2020-01-08 04:00:00,1.0,1.0,3.1,0.0,3.8,95,0.0,0,0,1,8,4,0.0,310,6
2020-01-08 05:00:00,1.0,1.0,2.4,0.0,4.8,95,0.0,0,0,1,8,5,0.0,17056,12736
2020-01-08 06:00:00,0.0,0.0,1.8,4.0,6.0,95,0.0,0,0,1,8,6,0.0,25137,54183
2020-01-08 07:00:00,0.0,0.0,1.5,0.0,3.2,95,0.0,0,0,1,8,7,0.0,44628,156082
2020-01-08 08:00:00,4.0,2.0,1.6,0.0,2.5,95,0.0,0,0,1,8,8,0.0,70230,340216
2020-01-08 09:00:00,2.0,3.0,2.2,1.4,1.8,95,0.0,0,0,1,8,9,0.0,60770,394071
2020-01-08 10:00:00,0.0,1.0,2.7,0.0,2.8,94,0.0,0,0,1,8,10,0.0,63771,181481
2020-01-08 11:00:00,2.0,2.0,3.1,0.0,2.5,91,0.0,0,0,1,8,11,0.0,86622,153252
2020-01-08 12:00:00,3.0,1.0,3.2,0.0,3.3,87,0.0,0,0,1,8,12,0.0,115480,158549
2020-01-08 13:00:00,4.0,4.0,3.4,0.0,2.7,85,0.0,0,0,1,8,13,0.0,149166,188718
2020-01-08 14:00:00,8.0,6.0,3.6,0.0,2.2,83,0.0,0,0,1,8,14,0.0,152468,162738
2020-01-08 15:00:00,5.0,7.0,3.9,0.0,1.9,80,0.0,0,0,1,8,15,0.0,183604,154123
2020-01-08 16:00:00,0.0,2.0,3.9,0.0,1.8,80,0.0,0,0,1,8,16,0.0,208926,158864
2020-01-08 17:00:00,5.0,2.0,3.9,0.0,2.2,81,0.0,0,0,1,8,17,0.0,267291,193937
2020-01-08 18:00:00,12.0,8.0,3.4,0.0,3.7,83,0.0,0,0,1,8,18,0.0,374029,263058
2020-01-08 19:00:00,15.0,13.0,2.3,0.0,4.0,83,0.0,0,0,1,8,19,0.0,255352,194223
2020-01-08 20:00:00,5.0,13.0,1.5,0.0,3.3,83,0.0,0,0,1,8,20,0.0,207610,87101
2020-01-08 21:00:00,5.0,2.0,0.2,0.0,4.9,81,0.0,0,0,1,8,21,0.0,251784,64384
2020-01-08 22:00:00,4.0,7.0,0.0,0.0,3.0,82,0.0,0,0,1,8,22,0.0,271204,57073
2020-01-08 23:00:00,1.0,2.0,-0.3,0.0,3.1,75,0.0,0,0,1,8,23,0.0,127885,35444
2020-01-09 00:00:00,0.0,0.0,-0.4,0.0,3.9,73,0.0,0,0,1,9,0,0.0,23456,10153
2020-01-09 01:00:00,1.0,1.0,-0.5,0.0,2.1,70,0.0,0,0,1,9,1,0.0,171,283
2020-01-09 02:00:00,3.0,2.0,-0.5,0.0,1.0,70,0.0,0,0,1,9,2,0.0,7,17
2020-01-09 03:00:00,1.0,2.0,-0.6,0.0,2.2,70,0.0,0,0,1,9,3,0.0,0,0
2020-01-09 04:00:00,0.0,0.0,-0.8,0.0,1.4,73,0.0,0,0,1,9,4,0.0,310,6
2020-01-09 05:00:00,2.0,0.0,-0.9,0.0,2.4,72,0.0,0,0,1,9,5,0.0,17056,12736
2020-01-09 06:00:00,1.0,1.0,-1.8,0.0,1.4,70,0.0,0,0,1,9,6,0.0,25137,54183
2020-01-09 07:00:00,1.0,1.0,-2.3,0.0,1.2,74,0.0,0,0,1,9,7,0.0,44628,156082
2020-01-09 08:00:00,4.0,5.0,-2.8,0.0,2.5,75,0.0,0,0,1,9,8,0.0,70230,340216
2020-01-09 09:00:00,1.0,2.0,-2.7,0.0,1.9,73,0.0,0,0,1,9,9,0.0,60770,394071
2020-01-09 10:00:00,1.0,0.0,-2.1,0.0,2.5,68,0.0,0,0,1,9,10,0.0,63771,181481
2020-01-09 11:00:00,3.0,3.0,-1.6,0.0,3.3,63,0.0,0,0,1,9,11,0.0,86622,153252
2020-01-09 12:00:00,2.0,3.0,-0.7,0.0,3.3,57,0.0,0,0,1,9,12,0.0,115480,158549
2020-01-09 13:00:00,7.0,5.0,0.1,0.0,3.6,51,0.0,0,0,1,9,13,0.0,149166,188718
2020-01-09 14:00:00,5.0,4.0,1.1,0.0,3.3,51,0.0,0,0,1,9,14,0.0,152468,162738
2020-01-09 15:00:00,5.0,6.0,1.7,0.0,2.6,49,0.0,0,0,1,9,15,0.0,183604,154123
2020-01-09 16:00:00,5.0,6.0,1.6,0.0,2.2,49,0.0,0,0,1,9,16,0.0,208926,158864
2020-01-09 17:00:00,5.0,4.0,0.6,0.0,3.1,55,0.0,0,0,1,9,17,0.0,267291,193937
2020-01-09 18:00:00,9.0,9.0,-0.4,0.0,2.6,60,0.0,0,0,1,9,18,0.0,374029,263058
2020-01-09 19:00:00,10.0,8.0,-0.8,0.0,3.4,61,0.0,0,0,1,9,19,0.0,255352,194223
2020-01-09 20:00:00,7.0,9.0,-1.2,0.0,2.4,62,0.0,0,0,1,9,20,0.0,207610,87101
2020-01-09 21:00:00,6.0,4.0,-1.7,0.0,0.5,67,0.0,0,0,1,9,21,0.0,251784,64384
2020-01-09 22:00:00,8.0,9.0,-2.3,0.0,0.6,67,0.0,0,0,1,9,22,0.0,271204,57073
2020-01-09 23:00:00,6.0,8.0,-2.6,0.0,0.6,72,0.0,0,0,1,9,23,0.0,127885,35444
2020-01-10 00:00:00,2.0,3.0,-3.1,0.0,1.1,76,0.0,0,0,1,10,0,0.0,23456,10153
2020-01-10 01:00:00,4.0,3.0,-3.2,0.0,0.6,78,0.0,0,0,1,10,1,0.0,171,283
2020-01-10 02:00:00,2.0,3.0,-3.6,0.0,0.9,77,0.0,0,0,1,10,2,0.0,7,17
2020-01-10 03:00:00,1.0,0.0,-3.5,0.0,0.6,78,0.0,0,0,1,10,3,0.0,0,0
2020-01-10 04:00:00,0.0,1.0,-3.9,0.0,1.1,83,0.0,0,0,1,10,4,0.0,310,6
2020-01-10 05:00:00,3.0,2.0,-4.3,0.0,2.1,77,0.0,0,0,1,10,5,0.0,17056,12736
2020-01-10 06:00:00,0.0,0.0,-4.3,0.0,1.4,80,0.0,0,0,1,10,6,0.0,25137,54183
2020-01-10 07:00:00,0.0,1.0,-4.1,0.0,0.0,77,0.0,0,0,1,10,7,0.0,44628,156082
2020-01-10 08:00:00,5.0,5.0,-3.8,0.0,1.3,79,0.0,0,0,1,10,8,0.0,70230,340216
2020-01-10 09:00:00,3.0,2.0,-3.0,0.0,0.0,74,0.0,0,0,1,10,9,0.0,60770,394071
2020-01-10 10:00:00,0.0,1.0,-1.8,0.0,0.9,68,0.0,0,0,1,10,10,0.0,63771,181481
2020-01-10 11:00:00,4.0,2.0,0.1,0.0,1.5,62,0.0,0,0,1,10,11,0.0,86622,153252
2020-01-10 12:00:00,5.0,6.0,1.8,0.0,0.8,55,0.0,0,0,1,10,12,0.0,115480,158549
2020-01-10 13:00:00,4.0,3.0,2.0,0.0,3.2,53,0.0,0,0,1,10,13,0.0,149166,188718
2020-01-10 14:00:00,5.0,4.0,3.0,0.0,2.2,44,0.0,0,0,1,10,14,0.0,152468,162738
2020-01-10 15:00:00,6.0,5.0,3.8,0.0,2.9,43,0.0,0,0,1,10,15,0.0,183604,154123
2020-01-10 16:00:00,3.0,6.0,3.7,0.0,2.2,41,0.0,0,0,1,10,16,0.0,208926,158864
2020-01-10 17:00:00,9.0,6.0,2.7,0.0,2.8,40,0.0,0,0,1,10,17,0.0,267291,193937
2020-01-10 18:00:00,19.0,15.0,1.8,0.0,2.6,45,0.0,0,0,1,10,18,0.0,374029,263058
2020-01-10 19:00:00,11.0,14.0,1.0,0.0,2.8,59,0.0,0,0,1,10,19,0.0,255352,194223
